Y_Venda_Total_Colecao,X_Venda_30_Dias,X_Categoria,X_Cluster_Loja,X_Cor_Agrupada,X_Preco_Cheio,X_Tipo_Colecao,ID_Produto,Descricao_Produto
2,1,OVERTOP,SACADA SHOPP. RIO SUL,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
1,0,OVERTOP,SACADA PLAZA NITEROI,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
7,5,OVERTOP,SACADA RDL,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
1,0,OVERTOP,SACADA LARGO MACHADO,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
1,0,OVERTOP,SACADA IPANEMA(550),AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
8,2,OVERTOP,SACADA ICARAI,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
2,0,OVERTOP,SACADA COPACABANA,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
4,0,OVERTOP,SACADA CENTRO,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
6,6,OVERTOP,SACADA BARRA SHOPPING,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
12,7,OVERTOP,SACADA RDB,AZUL MARINHO,498,PV,1043238,OVERTOP CASUAL
4,1,SAIAS,SACADA IGUATEMI SALVA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
4,1,SAIAS,SACADA BARRA SALVADOR,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
8,3,SAIAS,SACADA SALVADOR SHOPP,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
9,3,SAIAS,SACADA BOULEVARD SHOPP,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
3,1,SAIAS,SACADA SHOPP. RECIFE,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
8,2,SAIAS,SACADA SHOPP.RIO MAR,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
5,1,SAIAS,SACADA FLAMBOYANT SHOP,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
7,1,SAIAS,SACADA IGUATEMI FORTAL,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
6,0,SAIAS,SACADA SHOPP.TIJUCA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
14,1,SAIAS,EST EXP. SITE SACADA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
8,3,SAIAS,SACADA SHOPP.GOIANIA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
4,0,SAIAS,SACADA MOEMA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
2,1,SAIAS,SACADA PATIO SAVASSI,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
13,6,SAIAS,SACADA PLAZA C.FORTE,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
5,2,SAIAS,SACADA ICARAI,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
5,0,SAIAS,SACADA JUIZ DE FORA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
6,4,SAIAS,SACADA OSCAR FREIRE,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
4,0,SAIAS,SACADA SHOPP. LEBLON,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
9,4,SAIAS,SACADA RDB,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
6,4,SAIAS,SACADA SHOPP. RIO SUL,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
3,2,SAIAS,SACADA PLAZA NITEROI,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
8,5,SAIAS,SACADA RDL,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
4,1,SAIAS,SACADA LARGO MACHADO,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
5,3,SAIAS,SACADA IPANEMA(550),PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
5,2,SAIAS,SACADA COPACABANA,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
9,3,SAIAS,SACADA CENTRO,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
8,2,SAIAS,SACADA BARRA SHOPPING,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
6,3,SAIAS,SACADA SHOPP.RIO MAR,PRETO,698,PV,1043239,SAIA ALFAIATARIA PESPONTOS
7,1,CALCAS,SACADA SHOPP. RECIFE,CRU,568,PV,1043240,CALCA LINA CASUAL
7,3,CALCAS,SACADA BOULEVARD SHOPP,CRU,568,PV,1043240,CALCA LINA CASUAL
3,0,CALCAS,SACADA MOEMA,CRU,568,PV,1043240,CALCA LINA CASUAL
10,4,CALCAS,SACADA SHOPP.RIO MAR,CRU,568,PV,1043240,CALCA LINA CASUAL
6,3,CALCAS,SACADA SALVADOR SHOPP,CRU,568,PV,1043240,CALCA LINA CASUAL
3,1,CALCAS,SACADA PATIO SAVASSI,CRU,568,PV,1043240,CALCA LINA CASUAL
1,0,CALCAS,OUTLET CATARINA,CRU,568,PV,1043240,CALCA LINA CASUAL
6,3,CALCAS,SACADA SHOPP.TIJUCA,CRU,568,PV,1043240,CALCA LINA CASUAL
16,2,CALCAS,EST EXP. SITE SACADA,CRU,568,PV,1043240,CALCA LINA CASUAL
4,2,CALCAS,SACADA FLAMBOYANT SHOP,CRU,568,PV,1043240,CALCA LINA CASUAL
10,2,CALCAS,SACADA SHOPP.GOIANIA,CRU,568,PV,1043240,CALCA LINA CASUAL
7,4,CALCAS,SACADA BARRA SALVADOR,CRU,568,PV,1043240,CALCA LINA CASUAL
7,3,CALCAS,SACADA IGUATEMI FORTAL,CRU,568,PV,1043240,CALCA LINA CASUAL
5,0,CALCAS,SACADA IGUATEMI SALVA,CRU,568,PV,1043240,CALCA LINA CASUAL
6,2,CALCAS,SACADA OSCAR FREIRE,CRU,568,PV,1043240,CALCA LINA CASUAL
5,1,CALCAS,SACADA SHOPP.RIO MAR,CRU,568,PV,1043240,CALCA LINA CASUAL
19,7,CALCAS,SACADA BARRA SHOPPING,CRU,568,PV,1043240,CALCA LINA CASUAL
5,2,CALCAS,SACADA CENTRO,CRU,568,PV,1043240,CALCA LINA CASUAL
3,3,CALCAS,SACADA COPACABANA,CRU,568,PV,1043240,CALCA LINA CASUAL
6,1,CALCAS,SACADA PLAZA C.FORTE,CRU,568,PV,1043240,CALCA LINA CASUAL
6,2,CALCAS,SACADA IPANEMA(550),CRU,568,PV,1043240,CALCA LINA CASUAL
10,4,CALCAS,SACADA LARGO MACHADO,CRU,568,PV,1043240,CALCA LINA CASUAL
10,0,CALCAS,SACADA ICARAI,CRU,568,PV,1043240,CALCA LINA CASUAL
11,2,CALCAS,SACADA PLAZA NITEROI,CRU,568,PV,1043240,CALCA LINA CASUAL
6,3,CALCAS,SACADA SHOPP. RIO SUL,CRU,568,PV,1043240,CALCA LINA CASUAL
13,7,CALCAS,SACADA RDB,CRU,568,PV,1043240,CALCA LINA CASUAL
10,2,CALCAS,SACADA SHOPP. LEBLON,CRU,568,PV,1043240,CALCA LINA CASUAL
3,2,CALCAS,SACADA JUIZ DE FORA,CRU,568,PV,1043240,CALCA LINA CASUAL
10,4,CALCAS,SACADA RDL,CRU,568,PV,1043240,CALCA LINA CASUAL
4,0,CALCAS,SACADA BARRA SALVADOR,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
4,1,CALCAS,SACADA SALVADOR SHOPP,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
6,1,CALCAS,SACADA BOULEVARD SHOPP,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
8,1,CALCAS,SACADA SHOPP. RECIFE,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
5,0,CALCAS,SACADA PATIO SAVASSI,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
1,0,CALCAS,SACADA MOEMA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
3,2,CALCAS,SACADA SHOPP.TIJUCA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
11,2,CALCAS,EST EXP. SITE SACADA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
3,1,CALCAS,SACADA FLAMBOYANT SHOP,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
5,2,CALCAS,SACADA SHOPP.GOIANIA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
1,0,CALCAS,OUTLET CATARINA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
2,0,CALCAS,SACADA IGUATEMI SALVA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
5,0,CALCAS,SACADA IGUATEMI FORTAL,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
5,3,CALCAS,SACADA PLAZA C.FORTE,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
3,-1,CALCAS,SACADA SHOPP.RIO MAR,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
3,0,CALCAS,SACADA OSCAR FREIRE,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
5,0,CALCAS,SACADA SHOPP.RIO MAR,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
7,3,CALCAS,EST EXP. SITE SACADA,PRETO,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
14,3,CALCAS,SACADA BARRA SHOPPING,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
5,0,CALCAS,SACADA CENTRO,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
7,1,CALCAS,SACADA COPACABANA,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
14,2,CALCAS,SACADA ICARAI,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
1,1,CALCAS,SACADA PATIO SAVASSI,PRETO,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
7,5,CALCAS,SACADA LARGO MACHADO,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
7,3,CALCAS,SACADA RDL,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
9,4,CALCAS,SACADA PLAZA NITEROI,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
4,3,CALCAS,SACADA SHOPP. RIO SUL,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
7,2,CALCAS,SACADA RDB,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
1,0,CALCAS,SACADA IPANEMA(550),VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
3,2,CALCAS,SACADA SHOPP. LEBLON,VERDE OLIVE,698,PV,1043241,CALCA ALFAIATARIA FAIXA C/FIVEL
6,2,BLUSAS,SACADA OSCAR FREIRE,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
4,3,BLUSAS,SACADA SHOPP. LEBLON,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
8,4,BLUSAS,SACADA RDB,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,0,BLUSAS,SACADA SHOPP. RIO SUL,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,SACADA LARGO MACHADO,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,3,BLUSAS,SACADA RDL,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,1,BLUSAS,SACADA ICARAI,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,SACADA COPACABANA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
7,4,BLUSAS,SACADA BARRA SHOPPING,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,SACADA JUIZ DE FORA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,1,BLUSAS,SACADA PLAZA NITEROI,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,SACADA SHOPP.RIO MAR,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,0,BLUSAS,SACADA IGUATEMI FORTAL,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,0,BLUSAS,SACADA IGUATEMI SALVA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,1,BLUSAS,SACADA BARRA SALVADOR,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
4,1,BLUSAS,SACADA BOULEVARD SHOPP,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,1,BLUSAS,SACADA SHOPP. RECIFE,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,2,BLUSAS,SACADA SHOPP.RIO MAR,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,1,BLUSAS,SACADA PATIO SAVASSI,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,1,BLUSAS,SACADA SHOPP.TIJUCA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
14,0,BLUSAS,EST EXP. SITE SACADA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,0,BLUSAS,SACADA FLAMBOYANT SHOP,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
4,1,BLUSAS,SACADA SHOPP.GOIANIA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,0,BLUSAS,SACADA MOEMA,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,0,BLUSAS,SACADA MOEMA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
6,2,BLUSAS,SACADA PLAZA C.FORTE,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,OUTLET CATARINA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,0,BLUSAS,SACADA SALVADOR SHOPP,VERMELHO UP,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,0,BLUSAS,SACADA FLAMBOYANT SHOP,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
6,4,BLUSAS,SACADA BARRA SHOPPING,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
8,2,BLUSAS,SACADA CENTRO,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,2,BLUSAS,SACADA COPACABANA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
6,5,BLUSAS,SACADA ICARAI,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,0,BLUSAS,SACADA IPANEMA(550),PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,2,BLUSAS,SACADA LARGO MACHADO,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
7,6,BLUSAS,SACADA PLAZA NITEROI,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,3,BLUSAS,SACADA SHOPP. RIO SUL,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
10,8,BLUSAS,SACADA RDB,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,2,BLUSAS,SACADA SHOPP.GOIANIA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
6,5,BLUSAS,SACADA SHOPP. LEBLON,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
7,4,BLUSAS,SACADA OSCAR FREIRE,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
2,2,BLUSAS,SACADA RDL,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,SACADA SHOPP.RIO MAR,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
1,0,BLUSAS,SACADA JUIZ DE FORA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
16,1,BLUSAS,EST EXP. SITE SACADA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,1,BLUSAS,SACADA SHOPP.TIJUCA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
7,0,BLUSAS,SACADA IGUATEMI FORTAL,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,1,BLUSAS,SACADA SHOPP.RIO MAR,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
4,2,BLUSAS,SACADA SHOPP. RECIFE,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,2,BLUSAS,SACADA PATIO SAVASSI,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
4,4,BLUSAS,SACADA BOULEVARD SHOPP,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,2,BLUSAS,SACADA SALVADOR SHOPP,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,2,BLUSAS,SACADA BARRA SALVADOR,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
3,0,BLUSAS,SACADA IGUATEMI SALVA,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
9,6,BLUSAS,SACADA PLAZA C.FORTE,PRETO,398,PV,1043242,BLUSA RECORTE PESPONTOS
5,1,BLUSAS,SACADA PATIO SAVASSI,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
6,5,BLUSAS,SACADA BOULEVARD SHOPP,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
10,1,BLUSAS,SACADA SHOPP. RECIFE,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
12,1,BLUSAS,SACADA SHOPP.RIO MAR,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
8,1,BLUSAS,SACADA SALVADOR SHOPP,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,1,BLUSAS,SACADA IGUATEMI FORTAL,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
0,0,BLUSAS,SACADA SHOPP. ELDORADO,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
10,1,BLUSAS,EST EXP. SITE SACADA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
8,2,BLUSAS,SACADA FLAMBOYANT SHOP,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
9,2,BLUSAS,SACADA SHOPP.GOIANIA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
1,0,BLUSAS,OUTLET CATARINA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,1,BLUSAS,SACADA MOEMA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,3,BLUSAS,SACADA BARRA SALVADOR,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
8,3,BLUSAS,SACADA SHOPP.TIJUCA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,3,BLUSAS,SACADA IGUATEMI SALVA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,2,BLUSAS,SACADA PLAZA NITEROI,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,0,BLUSAS,SACADA SHOPP.RIO MAR,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
20,11,BLUSAS,SACADA BARRA SHOPPING,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
9,5,BLUSAS,SACADA PLAZA C.FORTE,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
7,3,BLUSAS,SACADA COPACABANA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
14,0,BLUSAS,SACADA ICARAI,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,1,BLUSAS,SACADA IPANEMA(550),PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,1,BLUSAS,SACADA LARGO MACHADO,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
9,3,BLUSAS,SACADA CENTRO,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
10,4,BLUSAS,SACADA SHOPP. RIO SUL,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
9,3,BLUSAS,SACADA RDB,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
5,1,BLUSAS,SACADA SHOPP. LEBLON,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
7,3,BLUSAS,SACADA OSCAR FREIRE,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
3,1,BLUSAS,SACADA JUIZ DE FORA,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
13,6,BLUSAS,SACADA RDL,PRETO,398,PV,1043243,BLUSA ALFAIATARIA DEC QUADRADO
1,0,BLUSAS,SACADA BARRA SALVADOR,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
3,1,BLUSAS,SACADA BOULEVARD SHOPP,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
6,1,BLUSAS,SACADA SHOPP. RECIFE,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
5,1,BLUSAS,SACADA SHOPP.RIO MAR,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
4,0,BLUSAS,SACADA PATIO SAVASSI,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
5,2,BLUSAS,SACADA SHOPP.GOIANIA,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
7,1,BLUSAS,EST EXP. SITE SACADA,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
4,1,BLUSAS,SACADA FLAMBOYANT SHOP,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
1,0,BLUSAS,OUTLET CATARINA,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
0,0,BLUSAS,SACADA MOEMA,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
1,0,BLUSAS,SACADA SHOPP.TIJUCA,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
4,1,BLUSAS,SACADA PLAZA C.FORTE,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
1,0,BLUSAS,SACADA SALVADOR SHOPP,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
3,0,BLUSAS,SACADA OSCAR FREIRE,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
0,-1,BLUSAS,SACADA PATIO SAVASSI,PRETO,348,PV,1043244,TOP ALFAIATARIA BASIC
1,0,BLUSAS,SACADA SHOPP.TIJUCA,PRETO,348,PV,1043244,TOP ALFAIATARIA BASIC
7,1,BLUSAS,EST EXP. SITE SACADA,PRETO,348,PV,1043244,TOP ALFAIATARIA BASIC
1,0,BLUSAS,SACADA SHOPP.RIO MAR,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
3,0,BLUSAS,SACADA CENTRO,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
8,1,BLUSAS,SACADA ICARAI,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
10,2,BLUSAS,SACADA BARRA SHOPPING,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
3,1,BLUSAS,SACADA RDL,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
6,1,BLUSAS,SACADA SHOPP. RIO SUL,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
6,3,BLUSAS,SACADA RDB,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
1,1,BLUSAS,SACADA SHOPP. LEBLON,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
5,2,BLUSAS,SACADA LARGO MACHADO,VERDE OLIVE,348,PV,1043244,TOP ALFAIATARIA BASIC
5,1,CALCAS,SACADA BARRA SALVADOR,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
5,5,CALCAS,SACADA SALVADOR SHOPP,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
6,2,CALCAS,SACADA BOULEVARD SHOPP,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
8,1,CALCAS,SACADA SHOPP. RECIFE,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
7,1,CALCAS,SACADA SHOPP.RIO MAR,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
4,1,CALCAS,SACADA PATIO SAVASSI,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
2,0,CALCAS,OUTLET CATARINA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
24,1,CALCAS,EST EXP. SITE SACADA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
6,2,CALCAS,SACADA FLAMBOYANT SHOP,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
7,4,CALCAS,SACADA SHOPP.GOIANIA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
4,0,CALCAS,SACADA IGUATEMI SALVA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
2,0,CALCAS,SACADA MOEMA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
6,2,CALCAS,SACADA IGUATEMI FORTAL,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
5,0,CALCAS,SACADA PLAZA C.FORTE,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
5,1,CALCAS,SACADA SHOPP.TIJUCA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
4,0,CALCAS,SACADA JUIZ DE FORA,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
5,2,CALCAS,SACADA SHOPP.RIO MAR,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
1,0,CALCAS,ATACADO OHBOY,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
16,6,CALCAS,SACADA BARRA SHOPPING,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
8,4,CALCAS,SACADA CENTRO,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
10,6,CALCAS,SACADA ICARAI,CAQUI CORDA,728,PV,1043245,CALCA LINHO RUSTIC C/CINTO
